Keyword;Position;Previous Position;Search Volume;CPC;Url;Traffic;Traffic (%);Competition;Keyword Difficulty;Intents;Trends
foster care staffordshire;4;4;170;8.72;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-staffordshire/;1;0.00;0.24;28.00;2;0.42,0.53,0.53,0.53,0.53,0.42,0.53,0.65,1.00,1.00,0.65,0.65
foster care careers;14;14;210;5.70;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;1;0.00;0.33;16.00;0;0.06,0.53,0.81,0.81,1.00,1.00,0.81,0.65,0.43,0.53,0.34,0.34
fostering fife;10;10;90;5.56;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-kirkcaldy/;1;0.00;0.67;11.00;1;0.04,0.15,0.12,0.10,0.12,0.12,0.10,0.07,0.05,0.07,0.10,0.10
step-down fostering;8;8;170;1.96;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/bridging-fostering/;1;0.00;0.38;9.00;1;0.04,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.66,0.42,0.52,0.52
fostering allowance 2025;13;13;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.30;15.00;1;0.66,1.00,0.82,1.00,0.82,1.00,0.66,0.23,0.05,0.17,0.07,0.05
fostering in bradford;4;4;170;7.51;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-bradford/;1;0.00;0.33;23.00;2;0.42,0.80,1.00,1.00,0.80,0.65,0.65,0.80,0.65,0.65,0.42,0.53
fostering near me;14;14;590;14.08;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-york/;1;0.00;0.40;12.00;3;1.00,1.00,1.00,0.81,1.00,0.81,0.66,0.44,0.44,0.66,0.66,0.54
how much does a foster parent make;2;2;140;1.61;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.54;19.00;1;0.42,1.00,1.00,0.80,0.80,0.80,0.80,0.52,0.66,0.52,0.52,0.42
fostering uk;36;36;1600;5.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;1;0.00;0.64;49.00;1;0.44,0.44,0.55,0.65,0.44,0.44,0.44,0.44,0.65,0.44,0.55,0.55
can i work and be a foster parent;2;2;90;3.28;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;1;0.00;0.63;13.00;1;0.52,0.82,0.82,0.82,0.41,0.23,0.41,0.23,0.41,0.82,0.41,0.29
how much do you get paid to foster uk;2;2;110;1.47;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.66;23.00;1;0.42,0.80,0.80,0.80,0.52,0.52,0.66,0.42,0.33,0.42,0.33,0.42
fostering jobs;11;11;320;4.36;https://www.nationalfosteringgroup.co.uk/careers/;1;0.00;0.46;7.00;0;0.66,1.00,0.81,1.00,0.81,0.66,0.54,0.54,0.54,0.43,0.66,0.54
who can be a foster parent;3;3;140;3.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.52;22.00;1;0.23,1.00,0.80,1.00,0.52,0.66,1.00,0.66,0.42,0.42,0.42,0.42
foster carer allowance;8;8;260;2.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;1;0.00;0.63;26.00;1;0.54,0.44,0.36,0.44,0.36,0.29,0.36,0.36,0.36,0.29,0.36,0.29
fostering newcastle upon tyne;2;2;140;7.98;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-newcastle/;1;0.00;0.46;19.00;2;0.42,0.42,0.53,0.42,0.53,0.65,0.65,0.53,0.42,0.53,0.34,0.34
newcastle fostering;3;3;110;7.84;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-newcastle/;1;0.00;0.70;16.00;2;0.50,0.50,0.78,0.78,1.00,1.00,1.00,0.64,0.78,0.50,0.50,0.35
foster caring salary;2;2;110;2.02;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.45;25.00;1;0.64,0.52,1.00,1.00,1.00,0.41,0.41,0.52,0.52,0.41,0.23,0.64
secure base model;3;3;320;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/using-the-secure-base-model-to-be-your-best-foster-parent/;1;0.00;0.02;16.00;1,2;0.54,0.44,0.66,0.66,0.66,0.54,0.66,0.54,0.54,0.54,0.54,0.54
fostering agencies;13;13;590;8.39;https://www.nationalfosteringgroup.co.uk/;1;0.00;0.47;57.00;0;0.29,0.67,0.67,0.67,0.81,0.81,1.00,0.81,0.54,0.54,0.44,0.54
what is the foster system;18;18;1000;2.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/;1;0.00;0.19;31.00;1;0.81,0.10,0.16,1.00,1.00,0.62,0.55,0.62,0.55,0.62,0.36,0.81
being a foster parent;11;11;260;5.35;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.56;23.00;1;0.43,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.65,0.81,0.43,0.43
fostering cardiff;4;4;170;13.01;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-cardiff/;1;0.00;0.40;21.00;2;0.02,0.19,0.19,0.19,0.19,0.19,0.36,0.29,0.23,0.29,0.12,0.12
how much do respite carers get paid;9;9;90;1.96;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.42;18.00;1;0.33,0.52,1.00,0.66,0.33,0.42,0.33,0.33,0.23,0.23,0.23,0.23
foster a child uk;13;13;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;1;0.00;0.00;35.00;1;0.53,0.80,0.80,0.65,0.65,0.65,0.80,0.80,0.80,1.00,0.80,1.00
supervising social worker;12;12;260;1.30;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/supervising-social-worker/;1;0.00;0.05;9.00;0;0.65,0.65,0.65,0.81,0.81,0.81,0.81,1.00,0.81,0.65,0.43,0.65
fostering events;9;9;110;2.64;https://www.nationalfosteringgroup.co.uk/events/;1;0.00;0.15;17.00;1;0.41,1.00,1.00,0.64,0.82,1.00,0.41,0.41,0.29,0.41,0.64,0.52
support for foster carers;6;6;260;2.21;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/;1;0.00;0.28;33.00;1,2;0.29,0.35,0.66,0.81,0.43,0.54,0.81,1.00,0.66,0.66,0.22,0.22
do you get paid for fostering a dog;10;10;170;0.79;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.03;31.00;1;0.28,0.21,0.34,0.53,0.53,0.43,0.53,1.00,0.65,0.65,0.34,0.65
how much do you get for adopting a child uk;9;9;210;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.00;13.00;1;0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.00,0.01
how to be a foster parent uk;4;4;110;7.68;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.63;27.00;1,2;0.64,0.82,1.00,1.00,0.52,0.41,0.52,0.52,0.41,0.41,0.41,0.41
fostering blackpool;3;3;170;9.03;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-blackpool/;1;0.00;0.61;14.00;1;0.15,0.53,0.53,0.65,0.65,0.80,1.00,0.80,0.80,0.80,0.42,0.42
fostering in croydon;7;7;90;6.02;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-croydon/;1;0.00;0.65;17.00;2;0.02,0.19,0.19,0.19,0.15,0.12,0.09,0.09,0.12,0.09,0.06,0.09
foster parents;23;23;1000;4.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.55;40.00;1;0.67,1.00,1.00,0.76,0.76,0.76,0.76,0.76,0.67,0.76,0.55,0.67
fostering network jobs;3;3;110;2.40;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;1;0.00;0.05;14.00;0;0.64,1.00,0.82,0.64,0.64,0.82,0.41,0.64,0.82,0.64,0.41,0.41
what is foster care;21;21;1000;2.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/;1;0.00;0.19;27.00;1;0.81,0.62,0.55,1.00,0.62,0.81,0.62,0.62,0.62,0.55,0.62,0.81
do you get paid for foster parenting;2;2;110;1.93;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.62;24.00;1;0.10,0.66,0.14,0.08,0.08,0.08,0.22,0.22,0.29,0.35,0.29,0.22
durham foster care;8;8;110;7.92;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-durham/;1;0.00;0.67;17.00;0;0.78,0.78,0.78,0.78,1.00,1.00,1.00,0.78,0.64,0.50,0.50,0.35
fostering allowances;17;17;390;2.01;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.57;17.00;1;0.20,0.36,0.24,0.45,0.36,0.24,0.20,0.45,0.20,0.20,0.16,0.20
private fostering agencies;14;14;390;6.32;https://www.nationalfosteringgroup.co.uk/;1;0.00;0.48;46.00;0;0.28,0.81,0.81,1.00,0.81,0.81,1.00,0.81,0.44,0.35,0.66,0.81
fostering vs adopting;6;6;210;1.11;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;1;0.00;0.09;14.00;0,1;0.35,0.43,0.28,0.53,0.66,1.00,1.00,0.53,0.43,0.53,0.53,0.23
fostering respite payments;8;8;90;2.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.65;9.00;1;0.42,0.42,0.19,0.26,0.42,0.42,0.34,0.26,0.26,0.26,0.26,0.26
fostering dundee;3;3;110;4.69;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-dundee/;1;0.00;0.70;16.00;1;0.78,0.64,0.64,0.78,1.00,0.64,0.64,0.78,0.78,0.64,0.78,0.78
become foster parent;6;6;320;8.75;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.65;33.00;1,2;0.15,0.66,0.54,0.54,0.54,0.44,0.66,0.66,0.36,0.44,0.36,0.54
foster carers meaning;2;2;110;2.33;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.20;26.00;1;0.28,0.21,0.15,0.28,0.65,1.00,0.15,1.00,0.09,0.09,0.12,0.15
foster caring uk;5;5;170;5.19;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.68;29.00;1;0.36,0.29,0.15,0.12,0.15,0.15,0.23,0.19,0.23,0.23,0.29,0.36
foster carer training;17;17;390;3.25;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;1;0.00;0.36;9.00;1;0.08,0.24,0.24,1.00,0.55,0.30,0.24,0.30,0.20,0.20,0.20,0.20
whats a trauma bond;10;10;210;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/what-is-a-trauma-bond-and-how-can-it-affect-children-and-young-people/;1;0.00;0.01;26.00;1;0.34,0.81,0.65,0.65,0.81,0.81,0.65,0.65,0.65,0.81,0.53,0.65
foster allowance;12;12;390;2.01;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.57;18.00;1;0.32,0.48,0.32,0.39,0.48,0.39,0.39,0.48,0.48,0.39,0.21,0.26
fostering coventry;4;4;320;8.68;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-coventry/;1;0.00;0.21;25.00;2;0.13,0.24,0.24,0.20,0.20,0.20,0.20,0.16,0.24,0.24,0.16,0.20
become a foster parent uk;3;3;110;6.88;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.69;25.00;1;0.28,0.64,1.00,1.00,1.00,1.00,1.00,1.00,0.64,0.50,0.35,0.50
how much do you get paid as a foster parent;2;2;140;1.49;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.59;27.00;1;0.14,0.35,0.35,0.29,0.29,0.54,0.43,0.22,0.18,0.22,0.18,0.22
what disqualifies you from being a foster parent uk;17;17;590;2.76;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.57;7.00;1;0.81,0.81,0.81,0.67,0.67,0.67,0.67,0.67,0.54,0.54,0.44,0.54
how to become a foster mother;5;5;90;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.63;24.00;1;0.01,0.12,0.15,0.10,0.19,0.10,0.12,0.07,0.12,0.10,0.10,0.10
bradford fostering;3;3;110;7.51;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-bradford/;1;0.00;0.33;24.00;2;0.17,0.82,0.64,1.00,0.82,0.82,0.64,0.64,0.52,0.64,0.41,0.52
how long does the fostering process take;7;7;90;4.53;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.65;9.00;1;0.19,0.34,0.42,0.42,0.42,0.42,0.42,0.42,0.34,0.34,0.26,0.26
nottinghamshire fostering allowances;7;7;90;2.86;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-nottingham/;1;0.00;0.57;8.00;1;0.07,0.42,0.80,0.65,0.42,0.42,0.26,0.15,0.11,0.15,0.26,0.26
hampshire fostering allowance;3;3;140;1.87;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-hampshire/;1;0.00;0.47;16.00;1;0.26,1.00,0.80,0.80,0.80,0.80,0.80,0.42,0.26,0.42,0.42,0.42
short term foster care;21;21;720;3.49;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;1;0.00;0.34;9.00;1;0.21,0.88,0.88,0.72,0.72,1.00,0.88,0.72,0.48,0.48,0.48,0.48
the fostering;6;6;170;2.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.33;41.00;2;1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
foster parent kent;5;5;140;6.06;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-kent/;1;0.00;0.64;25.00;2;0.15,0.43,0.43,0.34,0.65,0.53,1.00,0.53,0.34,0.34,0.21,0.34
fostering definition;5;5;390;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.02;35.00;1;0.13,0.24,0.30,0.24,0.36,0.30,0.13,0.30,0.36,0.13,0.10,0.24
hmrc fostering allowance;4;4;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;1;0.00;0.33;24.00;1;0.42,0.80,1.00,1.00,0.80,1.00,0.80,0.80,0.66,0.52,0.52,0.52
become a foster carer;21;21;880;8.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.70;17.00;1;0.67,0.55,1.00,0.76,0.76,0.76,0.67,0.55,0.55,0.55,0.55,0.55
foster care uk;20;20;1300;5.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;1;0.00;0.64;41.00;1;0.52,0.68,0.68,0.68,0.52,0.68,0.68,0.52,0.84,0.68,0.52,0.52
best fostering agency near me;10;10;260;9.99;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-manchester/;1;0.00;0.68;18.00;3;0.08,0.54,0.81,0.66,0.66,1.00,0.81,1.00,0.43,0.29,0.22,0.22
care foster;42;42;4400;5.67;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/;1;0.00;0.61;34.00;1;0.01,0.16,0.81,0.12,0.24,0.19,1.00,0.36,0.29,0.10,0.29,0.29
reward charts;14;14;590;0.25;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;1;0.00;1.00;22.00;1;0.20,0.20,0.41,0.24,0.30,0.13,0.36,0.20,0.16,0.16,0.16,0.16
support for fostering;10;10;140;2.21;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.28;39.00;1;0.42,0.26,0.34,0.80,0.80,1.00,0.65,0.65,0.26,0.26,0.26,0.15
long term foster care parents rights;12;12;210;1.85;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;1;0.00;0.13;5.00;1;0.65,1.00,1.00,1.00,0.80,0.65,0.80,0.80,0.65,0.80,0.42,0.42
foster care worcester;6;6;90;7.21;https://www.nationalfosteringgroup.co.uk/child-care-bureau/;1;0.00;0.61;12.00;2;0.23,1.00,1.00,0.64,0.64,0.52,0.52,0.29,0.17,0.29,0.29,0.29
become a foster parent;26;26;880;8.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.70;17.00;1;0.67,0.67,1.00,0.67,0.67,0.76,0.67,0.45,0.55,0.45,0.55,0.55
autism and autism spectrum;51;51;14800;1.05;https://www.nationalfosteringgroup.co.uk/news-and-blog/what-are-autism-spectrum-disorders-autism-explained/;1;0.00;0.10;86.00;1;0.00,0.29,0.36,0.20,0.03,0.16,0.44,0.08,0.54,0.01,0.54,0.08
how much a foster parent get paid;2;2;110;1.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.56;22.00;1;0.05,0.11,0.15,0.15,0.08,0.15,0.08,0.08,1.00,0.06,0.11,0.08
fostering bristol;12;12;260;5.93;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-bristol/;1;0.00;0.62;12.00;2;0.43,1.00,0.81,1.00,1.00,0.81,1.00,1.00,0.81,0.81,0.81,0.81
how to become a foster carer;23;23;720;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;1;0.00;0.63;21.00;1;0.81,0.67,0.81,1.00,1.00,1.00,1.00,0.81,0.81,0.67,0.67,0.67
how to become a foster parent;6;6;1000;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.63;31.00;1;0.81,0.62,0.62,0.81,0.62,0.81,0.81,0.81,0.55,0.55,0.55,0.62
fostering people;4;4;260;0.73;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.01;36.00;2;0.11,0.59,0.26,0.17,0.21,0.26,0.21,0.21,0.32,0.17,0.26,0.48
foster parent adoption;7;7;320;1.09;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;1;0.00;0.45;22.00;1;0.11,0.14,0.26,0.72,0.32,0.39,0.09,0.39,0.32,0.48,0.21,0.48
fostering northern ireland;10;10;320;4.62;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-belfast/;1;0.00;0.65;16.00;1,2;0.66,0.66,0.53,0.82,0.82,0.66,0.82,0.82,1.00,1.00,1.00,0.82
payments for fostering;10;10;210;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.57;20.00;1;0.00,0.02,0.02,0.02,0.03,0.05,0.06,0.06,0.04,0.04,1.00,0.04
fostering norfolk;7;7;170;4.45;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-norfolk/;1;0.00;0.67;23.00;2,3;0.34,0.80,1.00,0.80,0.80,0.80,0.65,0.53,0.53,0.53,0.53,0.53
fostering in wales uk;5;5;260;7.07;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/wales/;1;0.00;0.61;23.00;2;0.44,0.11,0.44,0.08,0.08,0.54,0.44,0.66,0.66,1.00,0.35,0.81
becoming a foster care parent;3;3;140;8.75;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;1;0.00;0.65;13.00;1;0.66,0.29,0.29,0.29,0.35,0.35,0.43,0.22,0.35,0.14,0.14,0.22
foster in manchester;5;5;90;9.05;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-manchester/;1;0.00;0.75;19.00;0;0.42,0.33,0.42,0.52,0.42,0.23,0.42,1.00,0.52,0.42,0.42,0.42
foster parent money;2;2;90;1.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.58;24.00;1;0.64,0.41,0.82,1.00,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
fostering and benefits;8;8;90;2.63;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/state-benefits-and-pensions/;1;0.00;0.45;9.00;1;0.34,0.26,0.19,0.26,0.34,0.42,0.53,0.42,0.34,0.34,0.34,0.34
define autism spectrum;38;38;3600;0.67;https://www.nationalfosteringgroup.co.uk/news-and-blog/what-are-autism-spectrum-disorders-autism-explained/;1;0.00;0.05;91.00;1;0.00,0.00,0.00,0.00,0.29,0.44,1.00,0.54,0.66,0.05,0.54,0.66
is foster care allowance taxable;2;2;110;1.68;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;1;0.00;0.33;19.00;1;0.14,0.66,0.80,0.80,0.66,0.66,0.66,0.33,0.42,0.42,0.33,0.42
fostering north east;9;9;260;6.45;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-durham/;1;0.00;0.65;27.00;1;0.81,0.81,1.00,0.81,1.00,1.00,0.81,0.65,0.65,0.81,0.65,1.00
sticker chart rewards;6;6;140;0.30;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;1;0.00;1.00;25.00;1;0.28,0.35,0.28,0.12,0.12,0.05,0.02,0.82,0.53,0.66,0.35,0.53
career in fostering;8;8;90;3.87;https://www.nationalfosteringgroup.co.uk/careers/;1;0.00;0.19;13.00;0;0.52,0.52,1.00,1.00,0.23,0.33,0.52,0.33,0.42,0.33,0.09,0.23
ramadan and eid;12;12;260;5.60;https://www.nationalfosteringgroup.co.uk/news-and-blog/ramadan-and-eid-festival-explained-information-for-carers/;1;0.00;0.02;43.00;1;0.16,0.06,0.06,0.04,0.05,0.06,0.10,0.16,0.36,0.62,0.06,0.08
foster home;12;12;590;3.43;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/long-term-fostering/;1;0.00;0.34;49.00;1;0.24,0.45,0.55,0.62,0.45,0.55,0.45,0.24,0.30,0.36,0.24,0.24
team foster;5;5;170;1.93;https://www.nationalfosteringgroup.co.uk/;1;0.00;0.11;34.00;2;0.00,0.15,0.00,0.06,0.29,0.00,0.36,0.36,0.00,0.29,0.29,1.00
childrens reward charts;9;9;170;0.24;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;1;0.00;1.00;18.00;1;0.00,0.53,0.65,0.65,1.00,0.65,0.21,0.81,0.43,0.28,0.43,0.34
fosters near me;9;9;140;13.50;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-oldham/;1;0.00;0.40;16.00;3;0.53,0.42,0.53,0.19,0.07,0.53,0.65,1.00,0.80,1.00,0.65,0.15
part time fostering;8;8;110;5.02;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;1;0.00;0.73;9.00;1;0.53,0.53,0.34,0.53,0.34,0.42,0.53,0.53,0.34,0.26,0.26,0.26
fostering agency aldridge;8;8;110;0.00;https://www.nationalfosteringgroup.co.uk/;1;0.00;0.00;8.00;0;0.33,0.33,0.33,0.42,0.33,0.80,0.80,1.00,0.66,0.52,0.66,0.42
fostering babies uk;12;12;480;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;1;0.00;0.00;15.00;1;0.35,0.81,0.81,0.66,0.81,1.00,1.00,1.00,0.54,0.54,0.54,0.54
foster parenting pay;2;2;110;1.88;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.66;25.00;1;0.42,0.33,0.42,1.00,1.00,0.80,0.33,0.19,0.33,0.23,0.42,0.42
emergency foster care pay uk;14;14;260;2.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;1;0.00;0.63;20.00;1;0.81,0.81,0.81,0.54,0.54,0.66,0.54,0.28,0.23,0.18,0.18,0.18
fostering bolton;2;2;170;9.00;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-bolton/;1;0.00;0.55;20.00;2;0.05,0.11,0.08,0.11,0.11,0.11,0.08,0.08,0.05,0.05,0.05,0.05
