Referring Domain / URL,Target URL,Anchor Text,Action Recommendation,Primary Risk Factor,Confidence Score,Backlinks,Linking Pages,Unique Anchors,Top Anchor Share,Remediation Priority,Follow (Equity) Links,Exact-Match Anchor %,Branded/URL Anchor %,Median Page AScore,Max Page AScore,Avg External Links,Nofollow %,Sponsored,Topically Relevant,Distinct Targets,Lost %,First Seen,Last Seen,Rationale
magicmind.com,https://www.performancelab.com/products/mind?a_aid=5f4e9bd7d388a&a_bid=a2ad38c1,Performance Lab Nootropics,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,1,1,1,100%,-,1,0%,100%,8,8,14,0%,no,yes,1,0%,2025-05-30,2026-08-08,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
brewdrkombucha.com,https://www.performancelab.com/blogs/multi/vitamin-c-and-b12-together,rich in several B vitamins,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,21,0%,no,yes,1,0%,2025-04-01,2026-08-06,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
legendairymilk.com,"https://www.performancelab.com/blogs/multi/can-you-take-iron-and-magnesium-together#:~:text=While%20there%20may%20not%20be,with%20absorption%20and%20body%20stores","https://www.performancelab.com/blogs/multi/can-you-take-iron-and-magnesium-together#:~:text=While%20there%20may%20not%20be,with%20absorption%20and%20body%20stores",KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,8,8,35,0%,no,yes,1,0%,2026-05-29,2026-07-03,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
fashionweekonline.com,https://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,nootropic-enhanced pre-workout formula,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,28,0%,no,yes,1,0%,2026-06-04,2026-08-19,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
criticalhit.net,https://www.performancelab.com/blogs/multi/best-multivitamin-for-men,foundational support for peak vitality,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,8,0%,no,yes,1,0%,2026-04-17,2026-08-21,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
medino.com,https://www.performancelab.com/blogs/immune/how-long-does-glutathione-take-to-work,Performance Lab – How Long Does Glutathione Take to Work?,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,8,8,15,0%,no,no,1,0%,2025-06-23,2026-08-07,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
paperblog.com,https://www.performancelab.com/products/prebiotic,Performance Lab Prebiotic comes,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,0,0%,100%,8,8,8,100%,no,no,1,0%,2025-10-06,2026-06-05,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
ltcnews.com,https://www.performancelab.com/blogs/multi/multivitamin-vs-individual-vitamins,multivitamins vs individual vitamins,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,6,0%,no,yes,1,0%,2025-10-13,2026-08-03,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
mosbatesabz.com,https://www.performancelab.com/blogs/multi/vitamin-c-and-omega-3-together,performance lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,8,8,22,0%,no,yes,1,0%,2025-11-10,2026-07-19,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
breakingac.com,https://www.performancelab.com/blogs/nutrition/pre-workout-without-beta-alanine,preworkout without beta alanine,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,33,0%,no,yes,1,0%,2026-02-26,2026-07-07,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
mikesbalance.com,https://www.performancelab.com/blogs/omega-3/omega-3-and-coq10-together,endless health benefits to taking omega-3 supplements and CoQ10 together,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,0%,8,8,36,100%,no,yes,1,0%,2025-06-06,2026-08-07,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
thinksteroids.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,8,8,3,100%,no,yes,1,100%,2026-03-12,2026-06-25,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
lovehappensmag.com,https://www.performancelab.com/blogs/multi/multivitamin-vs-individual-vitamins,improve health with vitamins,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,17,0%,no,yes,1,0%,2025-10-13,2026-08-13,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
impactwealth.org,https://www.performancelab.com/blogs/sleep/magnesium-and-melatonin-interaction,can you take magnesium and melatonin together,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,10,0%,no,yes,1,100%,2026-02-07,2026-06-06,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
smashbrand.com,https://www.performancelab.com/products/pre-lab-pro,pre- and post-workout formulas,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,3,0%,no,yes,1,0%,2026-08-10,2026-08-17,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
globaltrademag.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,8,8,24,0%,no,no,1,100%,2026-05-25,2026-06-28,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
ourculturemag.com,https://www.performancelab.com/blogs/nutrition/pre-workout-without-beta-alanine,non-beta-alanine pre-workout formulas,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,7,0%,no,yes,1,0%,2026-02-20,2026-05-22,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
netnewsledger.com,https://www.performancelab.com/blogs/sleep/magnesium-and-melatonin-interaction,magnesium and melatonin sleep stack,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,9,0%,no,yes,1,0%,2026-03-10,2026-07-06,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
supplysidesj.com,https://www.performancelab.com/,www.performancelabs.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,8,8,25,0%,no,yes,1,0%,2025-02-07,2026-08-16,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
traveltweaks.com,https://www.performancelab.com/blogs/sleep/lemon-balm-side-effects,Performance Lab guide,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,8,8,17,0%,no,yes,1,0%,2026-01-02,2026-08-16,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
thesporting.blog,https://www.performancelab.com/blogs/prebiotic/gut-health-and-weight-loss,linked with preventing weight gain,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,22,0%,no,yes,1,0%,2024-05-02,2026-07-22,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bulk.ly,https://www.performancelab.com/,"Performance Lab,",KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,8,8,19,0%,no,no,1,0%,2026-02-16,2026-08-03,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
parkmagazineny.com,https://www.performancelab.com/blogs/pre-workout/creatine-nitrate-vs-creatine-monohydrate,creatine nitrate vs creatine monohydrate,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,11,0%,no,yes,1,0%,2025-12-30,2026-08-11,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
kentuckycounselingcenter.com,https://www.performancelab.com/blogs/multi/zinc-and-b12-together,B12 and zinc,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,20,0%,no,yes,1,0%,2024-12-24,2026-08-18,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
newsdirectonline.com,https://www.performancelab.com/products/mind-lab-pro,(empty/image),KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,0,0%,no,yes,1,100%,2026-03-14,2026-05-31,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
thepaintedhinge.com,https://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,a structured pre-workout,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,5,0%,no,yes,1,0%,2026-04-23,2026-08-09,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
swaggermagazine.com,https://www.performancelab.com/blogs/multi/best-multivitamin-for-men,multivitamins for men,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,18,0%,no,yes,1,0%,2026-02-18,2026-08-20,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
earthturns.com,"https://www.performancelab.com/blogs/sleep/best-nighttime-supplement-for-muscle-growth#:~:text=Positive%20Effects%20on%20Sleep%20Quality,promoting%20optimal%20growth%20during%20rest.","relaxation, recovery, and overnight repair",KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,7,0%,no,yes,1,0%,2025-10-26,2026-08-12,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
jordanharbinger.com,https://www.performancelab.com/blogs/fitness/the-dangers-of-overtraining,The Dangers of Overtraining | Performance Lab,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,8,8,51,0%,no,no,1,0%,2025-06-16,2026-08-12,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
tuketicisagligi.com.tr,https://www.performancelab.com/blogs/immune/best-time-of-day-to-take-selenium,https://www.performancelab.com/blogs/immune/best-time-of-day-to-take-selenium,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,8,8,9,0%,no,no,1,0%,2025-09-17,2026-08-13,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
bjjee.com,https://www.performancelab.com/blogs/news/immune-boosting-juices-top-8-juice-recipes-for-immunity,juices for stronger immunity,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,17,0%,no,yes,1,0%,2026-01-17,2026-08-21,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
capsulink.com,https://www.performancelab.com/,The Performance Lab,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,8,8,19,0%,no,no,1,0%,2026-01-09,2026-08-20,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
xcode.life,https://www.performancelab.com/blogs/nutrition/does-creatine-make-you-bloated/,water retention,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,8,8,19,0%,no,yes,1,0%,2023-10-16,2026-08-15,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
designscene.net,https://www.performancelab.com/,supplements to boost mental and physical performance,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,10,0%,no,yes,1,0%,2025-07-23,2026-05-14,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
notsalmon.com,https://www.performancelab.com/blogs/multi/best-multivitamin-for-men,shop men’s multivitamins,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,15,0%,no,yes,1,0%,2026-02-04,2026-08-06,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
safesearchkids.com,https://www.performancelab.com/blogs/multi/multivitamin-vs-individual-vitamins,choose between multivitamin vs individual vitamins,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,12,0%,no,yes,1,0%,2025-10-09,2026-08-12,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
burlapandblue.com,https://www.performancelab.com/blogs/multi/multivitamin-vs-individual-vitamins,compare the benefits of multivitamins and individual vitamins,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,8,0%,no,yes,1,0%,2026-04-20,2026-08-05,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
globalgurus.org,https://www.performancelab.com/blogs/sleep/magnesium-and-melatonin-interaction,can you take magnesium and melatonin together,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,4,0%,no,yes,1,100%,2026-04-26,2026-06-05,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
clodura.ai,https://performancelab.com/,performancelab.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,7,7,7,0%,no,yes,1,100%,2025-09-10,2026-03-13,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
nerdymamma.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,7,7,10,0%,no,yes,1,0%,2026-02-02,2026-08-05,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
blkgrn.com,https://www.performancelab.com/blogs/nutrition/feeling-tired-after-workout,how to recover wgen you're tired after working out,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,5,0%,no,yes,1,0%,2026-04-01,2026-05-29,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
theinspirationedit.com,https://www.performancelab.com/blogs/prebiotic/best-prebiotic-supplement,shop high quality prebiotics,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,20,0%,no,yes,1,0%,2026-04-15,2026-08-22,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
mantelligence.com,https://www.performancelab.com/blogs/nutrition/low-caffeine-pre-workout-supplements,pre-workout with less caffeine,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,25,0%,no,yes,1,0%,2025-12-21,2026-08-04,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
mirrorreview.com,https://www.performancelab.com/collections/immunity,support your immunity with supplements,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,14,0%,no,yes,1,100%,2024-05-21,2026-07-04,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
ghpnews.digital,https://www.performancelab.com/blogs/omega-3/best-omega-3-supplement,review of vegan omega 3 supplements,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,100%,0%,7,7,7,0%,no,yes,1,0%,2026-02-18,2026-08-20,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
crankwheel.com,https://www.performancelab.com/products/pre-lab-pro,Performance Lab’s Pre Lab Pro,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,7,7,16,0%,no,no,1,0%,2026-05-26,2026-08-19,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
dadblog.co.uk,https://www.performancelab.com/,at performancelab.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,7,7,20,0%,no,yes,1,0%,2026-01-12,2026-08-14,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
ampliz.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,100%,7,7,11,0%,no,yes,1,0%,2025-01-28,2026-08-19,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
saddlehunter.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,0,0%,100%,7,7,8,100%,no,yes,1,0%,2026-07-28,2026-07-28,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
theveganreview.com,https://www.performancelab.com/,performance nutritionist,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,18,0%,no,yes,1,0%,2025-03-18,2026-07-20,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
newyorkstreetfood.com,https://www.performancelab.com/blogs/prebiotic/best-prebiotic-supplement,quality prebiotic supplements,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,9,0%,no,yes,1,0%,2024-07-08,2026-08-18,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
socialmediastrategiessummit.com,https://www.performancelab.com/,Performance Lab,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,1,1,1,100%,-,1,0%,100%,7,7,44,0%,no,no,1,0%,2026-02-26,2026-08-08,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
thehealthyprimate.org,https://www.performancelab.com/blogs/sleep/lemon-balm-side-effects,side-effects of lemon balm,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,1,1,1,100%,-,1,0%,0%,7,7,2,0%,no,yes,1,0%,2025-12-10,2026-08-13,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
