Referring Domain,Action Recommendation,Primary Risk Factor,Confidence Score,Evidence Level,Remediation Priority,Backlinks (true),Backlinks (in sample),Follow (Equity) Links,Domain ascore,IP Address,C-Block,Hosting,Country,Target URL,Anchor Text,Unique Anchors,Exact-Match Anchor %,Branded/URL Anchor %,Avg External Links,Nofollow %,Topically Relevant,First seen,Last seen,Disavow Entry,Rationale
bluechewreview.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,5,104.21.21.83,104.21.21.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,(empty/image),1,0%,0%,0,0%,yes,2025-09-03,2026-03-21,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bmmagazine.co.uk,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,41,185.114.99.137,185.114.99.0/24,,gb,https://uk.performancelab.com/products/whole-food-multi,whole-food multivitamin,1,0%,0%,17,0%,yes,2025-03-02,2026-08-21,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bnonews.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,43,172.67.170.15,172.67.170.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,best pre-workout without beta-alanine,1,100%,0%,7,0%,yes,2026-03-18,2026-08-13,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bodylifemastery.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,1,1,1,5,192.250.232.89,192.250.232.0/24,,au,https://www.performancelab.com/blogs/fitness/exercises-for-back-thickness,best exercise for building back thickness,1,0%,0%,4,0%,no,2025-10-23,2026-08-23,,"1 backlink(s) from an authority-5 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
bodymusclematters.com,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,1,0,,8,104.21.31.227,104.21.31.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-04-11,2026-08-21,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
bodytypen.de,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,7,162.0.229.48,162.0.229.0/24,,us,https://www.performancelab.com/blogs/nutrition/best-supplements-for-an-ectomorph,(empty/image),1,0%,0%,27,0%,yes,2025-12-30,2026-06-29,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
boostpatches.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,6,23.227.38.65,23.227.38.0/24,Shopify,ca,"https://www.performancelab.com/blogs/sleep/l-theanine-and-melatonin#:~:text=In%20fact%2C%20rat%20research%20has,activities%20of%20melatonin%20%2B%20theanine%20combined.",scientific studies,1,0%,0%,4,0%,yes,2026-03-21,2026-03-21,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
bowlofgoodness.co.uk,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,8,5.181.161.82,5.181.161.0/24,,ua,https://uk.performancelab.com/products/d3k2?variant=41211294154803,uk.performancelab.com/products/d3k2?variant=41211294154803,1,0%,100%,1,0%,no,2026-01-26,2026-08-04,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
brainsupplementsresearch.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,67.225.147.181,67.225.147.0/24,,us,https://www.performancelab.com/products/mind-lab-pro,(empty/image),1,0%,0%,0,0%,yes,2026-01-14,2026-08-06,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
brainybay.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,104.18.21.204,104.18.21.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/pre-workout/best-pre-workout-for-intermittent-fasting?srsltid=AfmBOooNJ1SPivDWouu5jnL-QlkwcP5gnCqSVPbQsr1udbKP2_VbCdwr,pre-workout supplement,1,0%,0%,1,0%,yes,2026-01-28,2026-08-24,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
brandfetch.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,62,172.67.71.146,172.67.71.0/24,Cloudflare (shared CDN),,https://performancelab.com/,performancelab.com,1,0%,100%,8,0%,yes,2026-07-31,2026-08-01,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
brandinlabs.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,27,104.21.47.213,104.21.47.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/uk/,www.performancelab.com,1,0%,100%,20,100%,yes,2025-11-09,2026-08-19,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
brandvm.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,1,35,198.202.211.1,198.202.211.0/24,Squarespace,us,https://www.performancelab.com/,sells nutritional supplements,1,0%,0%,23,0%,no,2026-03-05,2026-08-01,,"Domain authority 35 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
brcrecovery.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,29,198.252.102.78,198.252.102.0/24,,us,https://www.performancelab.com/blogs/nootropic/taking-nootropics-pre-workout,It’s a common pre-workout ingredient,1,0%,0%,15,0%,yes,2025-10-13,2026-08-17,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
breachviews.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,172.67.216.74,172.67.216.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-08-08,2026-08-16,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
breastcancer.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,0,60,162.159.138.78,162.159.138.0/24,Cloudflare (shared CDN),us,https://www.performancelab.com/,Performance Lab,1,0%,100%,8,100%,yes,2026-06-18,2026-08-18,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
brewdrkombucha.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,39,198.202.211.1,198.202.211.0/24,Squarespace,us,https://www.performancelab.com/blogs/multi/vitamin-c-and-b12-together,rich in several B vitamins,1,0%,0%,21,0%,yes,2025-04-01,2026-08-06,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
brittany-bunk.weebly.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,74.115.51.8,74.115.51.0/24,,us,,,,,,,,,2026-06-10,2026-08-07,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
brizbot.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Link-level (in 50k sample) + risk triage (lowest tier),-,1,1,1,2,104.21.84.31,104.21.84.0/24,Cloudflare (shared CDN),,http://www.performancelab.com/cdn/shop/articles/bigstock-fresh-natural-juice-h.jpg,Best juice shop for fever,1,0%,0%,16,0%,no,2025-04-15,2026-04-09,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
budgetbite.org,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,1,0,,5,3.223.199.227,3.223.199.0/24,,us,,,,,,,,,2026-05-06,2026-08-22,,"1 backlink(s) from an authority-5 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
budgetsavvydiva.com,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,1,0,,24,104.18.37.69,104.18.37.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-03-25,2026-08-07,,Authority score 24; no spam signature. No link-level sample available to confirm anchor or placement quality.
buenaparte.de,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,1,1,1,7,172.67.135.190,172.67.135.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/sleep/best-amino-acids-for-sleep,Tryptophan ist Vorstufe für Serotonin,1,0%,0%,3,0%,no,2026-01-15,2026-04-15,,"1 backlink(s) from an authority-7 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
buffalonews.com,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,1,0,,54,192.104.182.109,192.104.182.0/24,,us,,,,,,,,,2026-05-09,2026-07-11,,Authority score 54; no spam signature. No link-level sample available to confirm anchor or placement quality.
bug.hr,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,43,150.171.109.216,150.171.109.0/24,,us,https://www.performancelab.com/blogs/nutrition/beef-protein-vs-whey,https://www.performancelab.com/blogs/nutrition/beef-protein-vs-whey,1,0%,100%,13,0%,yes,2026-02-15,2026-08-16,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
bulk.ly,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,39,104.21.30.159,104.21.30.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,"Performance Lab,",1,0%,100%,19,0%,no,2026-02-16,2026-08-23,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
bungeefitnessnearme.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,25,104.21.61.85,104.21.61.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,Performance Lab,1,0%,100%,6,0%,yes,2026-01-28,2026-08-19,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
burlapandblue.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,36,104.21.87.99,104.21.87.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/multi/multivitamin-vs-individual-vitamins,compare the benefits of multivitamins and individual vitamins,1,0%,0%,8,0%,yes,2026-04-20,2026-08-05,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
burn-peak-burnpeak.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,1,1,1,7,104.21.94.162,104.21.94.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/caffeine-2/caffeine-anhydrous,Caffeine Anhydrous,1,0%,0%,8,0%,no,2025-10-21,2026-08-18,,"1 backlink(s) from an authority-7 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
businesnewswire.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,5,104.21.71.154,104.21.71.0/24,Cloudflare (shared CDN),,http://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,this resource on effective pre-workouts made for women,1,0%,0%,4,0%,yes,2026-01-25,2026-08-12,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
buypeakperformance.com,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,1,0,,26,23.227.38.32,23.227.38.0/24,Shopify,ca,,,,,,,,,2026-07-21,2026-07-21,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
bvf.edu.pe,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,9,144.91.70.235,144.91.70.0/24,,fr,https://www.performancelab.com/cdn/shop/articles/DumbbellRearDeltFly_1.jpg?v=1716371615,"Dumbbell Rear Delt Fly Form, Benefits, and Alternatives Performance Lab®",1,0%,100%,11,0%,no,2026-02-18,2026-02-18,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
cafesmyway.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,1,31,104.21.91.42,104.21.91.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/blogs/pre-workout/are-creatine-and-caffeine-dangerous-together,ver fuente,1,0%,0%,13,0%,no,2026-02-06,2026-07-19,,"Domain authority 31 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
callluce.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,1,0,,2,185.73.112.19,185.73.112.0/24,,ir,,,,,,,,,2026-07-29,2026-08-15,,"1 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
calran.ro,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,2,31.14.161.205,31.14.161.0/24,,ro,https://www.performancelab.com/blogs/nutrition/does-magnesium-cause-frequent-urination,Does Magnesium Cause Frequent Urination? - Performance Lab,1,0%,100%,27,0%,no,2025-10-19,2026-07-27,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
camillafberg.pages.dev,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,1,1,1,2,172.66.44.211,172.66.44.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,www.performancelab.com,1,0%,100%,11,0%,yes,2026-03-04,2026-04-01,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
camporacity.it,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,1,1,1,16,213.205.38.26,213.205.38.0/24,,it,https://www.performancelab.com/blogs/stim/caffeine-anhydrous,"Caffeine Anhydrous: Benefits, Weight Loss and Side Effects ...",1,0%,0%,41,0%,no,2025-06-29,2026-08-10,,"1 backlink(s) from an authority-16 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
campus-immobilien.at,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,2,81.19.145.46,81.19.145.0/24,,at,https://www.performancelab.com/blogs/nutrition/does-magnesium-cause-frequent-urination,Does Magnesium Cause Frequent Urination? - Performance Lab,1,0%,100%,15,0%,no,2025-10-26,2026-08-20,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
capsulink.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,1,1,1,36,104.21.72.137,104.21.72.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,The Performance Lab,1,0%,100%,19,0%,no,2026-01-09,2026-08-20,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
carnosyn.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,1,1,1,33,64.68.190.124,64.68.190.0/24,,us,"https://www.performancelab.com/blogs/nutrition/beta-alanine-before-bed#:~:text=It%20is%20not%20normally%20recommended,%2Dterm%20performance%2Denhancing%20benefits",not recommended before bed,1,0%,0%,13,0%,no,2026-08-18,2026-08-18,,"Domain authority 33 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
